gesture,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
HELLO,0.5041407942771912,0.8729092478752136,-6.539801802318834e-07,0.45624056458473206,0.8662372827529907,-0.0073388670571148396,0.41452062129974365,0.8117587566375732,-0.01070642564445734,0.39410126209259033,0.7640897035598755,-0.018836786970496178,0.3958267867565155,0.7250571846961975,-0.02398928813636303,0.4398353695869446,0.714083194732666,0.01435021497309208,0.42265504598617554,0.6625822186470032,-0.010410836897790432,0.4057658314704895,0.7094866037368774,-0.02688835933804512,0.40458154678344727,0.7600054740905762,-0.03156295791268349,0.4626164138317108,0.7033336758613586,0.007563458289951086,0.438414067029953,0.6593347191810608,-0.01815689541399479,0.42073413729667664,0.7087675929069519,-0.03253667429089546,0.42127007246017456,0.751100480556488,-0.03451661020517349,0.4876379072666168,0.6969128251075745,-0.003862938843667507,0.45952269434928894,0.6584811210632324,-0.029325729236006737,0.4398801624774933,0.7041804194450378,-0.03373155742883682,0.4413498044013977,0.745613694190979,-0.02678011730313301,0.5150494575500488,0.6916393041610718,-0.01604483276605606,0.496090829372406,0.6236600875854492,-0.027479661628603935,0.4788878560066223,0.5976507067680359,-0.02574262209236622,0.47426071763038635,0.5839424133300781,-0.019159769639372826
HELLO,0.585626482963562,0.742654025554657,-6.287536393756454e-07,0.5232794880867004,0.7062301635742188,-0.005233299918472767,0.4754176139831543,0.636493980884552,-0.009751309640705585,0.4597146213054657,0.5672240257263184,-0.02174702100455761,0.4879752993583679,0.5289658904075623,-0.029477490112185478,0.5132961869239807,0.5479085445404053,0.02727360650897026,0.49966537952423096,0.4897705316543579,-0.0037803405430167913,0.49695828557014465,0.5429521799087524,-0.02098137140274048,0.5062392354011536,0.5871771574020386,-0.02406536601483822,0.538818359375,0.5377117991447449,0.018090745434165,0.5229542851448059,0.4766029715538025,-0.020951323211193085,0.52137291431427,0.5481867790222168,-0.033459655940532684,0.5297922492027283,0.597050130367279,-0.02861871011555195,0.5682269930839539,0.5308889746665955,0.002903244225308299,0.547828197479248,0.47455331683158875,-0.033724598586559296,0.5444960594177246,0.5469561815261841,-0.03155377507209778,0.5537446141242981,0.6017494797706604,-0.014618667773902416,0.5996716618537903,0.5289438962936401,-0.013362934812903404,0.5997273921966553,0.4483000338077545,-0.026134613901376724,0.5962181091308594,0.40210628509521484,-0.023154569789767265,0.5941548943519592,0.3588271141052246,-0.014642629772424698
HELLO,0.6127303838729858,0.7239859104156494,-4.1101054648606805e-07,0.5444384217262268,0.6911532878875732,-0.011855587363243103,0.49334457516670227,0.6259856224060059,-0.019918639212846756,0.4780513346195221,0.558475136756897,-0.03248968347907066,0.516497015953064,0.5184747576713562,-0.03994721546769142,0.5225086212158203,0.5324825048446655,0.014224243350327015,0.505757749080658,0.47908973693847656,-0.014713087119162083,0.5108454823493958,0.5309299826622009,-0.03074391558766365,0.5228918790817261,0.5713127255439758,-0.03471845015883446,0.5590296983718872,0.519721269607544,0.009908245876431465,0.541890025138855,0.459013432264328,-0.026015328243374825,0.5440119504928589,0.5322911143302917,-0.0369558110833168,0.5549773573875427,0.583298921585083,-0.03202357515692711,0.5975315570831299,0.5142337083816528,0.0002617437276057899,0.5788280963897705,0.4630463421344757,-0.03303828835487366,0.5749893188476562,0.5388129353523254,-0.028624679893255234,0.5838530659675598,0.59843510389328,-0.011484290473163128,0.6386567950248718,0.5167474746704102,-0.010812300257384777,0.6429256200790405,0.4403400421142578,-0.02449205331504345,0.642510175704956,0.39263707399368286,-0.0229432824999094,0.6418308019638062,0.34820112586021423,-0.015578588470816612
HELLO,0.6165556907653809,0.722059428691864,-4.493810195072001e-07,0.5543715953826904,0.6963199377059937,-0.011743560433387756,0.5043329000473022,0.6265968084335327,-0.018975036218762398,0.4917886555194855,0.5559117197990417,-0.03028813563287258,0.5245914459228516,0.509213387966156,-0.03585267812013626,0.5266345739364624,0.5233177542686462,0.011280477978289127,0.5092847347259521,0.46627020835876465,-0.01758490316569805,0.510132372379303,0.522661566734314,-0.030962632969021797,0.5191513895988464,0.5630735158920288,-0.033279597759246826,0.5648936033248901,0.5105165243148804,0.006346308160573244,0.5443625450134277,0.4521208107471466,-0.030298875644803047,0.544050395488739,0.5285702347755432,-0.039293721318244934,0.5547569990158081,0.5770806074142456,-0.03319520130753517,0.6057154536247253,0.5066530704498291,-0.00392984040081501,0.5841701626777649,0.45743685960769653,-0.03890327364206314,0.5780685544013977,0.53570556640625,-0.03389047831296921,0.5842836499214172,0.5922968983650208,-0.01693849265575409,0.647863507270813,0.5104236006736755,-0.015496578998863697,0.6507158875465393,0.43535906076431274,-0.031868040561676025,0.6492609977722168,0.3902365267276764,-0.031647294759750366,0.6478615999221802,0.3446660041809082,-0.025333082303404808
HELLO,0.624356210231781,0.7334430813789368,-4.4376102437126974e-07,0.563875138759613,0.7058115601539612,-0.01839742623269558,0.5111705660820007,0.6303593516349792,-0.028821632266044617,0.4964313209056854,0.5561253428459167,-0.042225807905197144,0.5358341932296753,0.5119431018829346,-0.04913143068552017,0.5311543345451355,0.5233132243156433,0.0044754547998309135,0.5117384791374207,0.46753615140914917,-0.02812124788761139,0.5170286297798157,0.5301165580749512,-0.04301534965634346,0.5289551019668579,0.570422351360321,-0.04590476304292679,0.5723958015441895,0.5109871029853821,0.0018031592480838299,0.5504584312438965,0.45101916790008545,-0.038972172886133194,0.5524571537971497,0.533418595790863,-0.04779386892914772,0.5642365217208862,0.5852239727973938,-0.04029140993952751,0.6158251166343689,0.5103495121002197,-0.007052632514387369,0.5933531522750854,0.46282875537872314,-0.04578198865056038,0.5880290865898132,0.5451826453208923,-0.04149696230888367,0.5948726534843445,0.6044647693634033,-0.023774925619363785,0.6600955724716187,0.5166997909545898,-0.017597276717424393,0.6644651889801025,0.43796759843826294,-0.035251181572675705,0.6642892360687256,0.38972651958465576,-0.03603023663163185,0.6631113886833191,0.3424758315086365,-0.030253473669290543
HELLO,0.6327575445175171,0.7516821622848511,-4.5787317048961995e-07,0.5718146562576294,0.7187389731407166,-0.022487135604023933,0.5141799449920654,0.6380196213722229,-0.03514564037322998,0.4988859295845032,0.5614415407180786,-0.05003479868173599,0.5440734624862671,0.5231053233146667,-0.05716704949736595,0.5341489315032959,0.5237804055213928,-0.0013516859617084265,0.5157341361045837,0.4715650677680969,-0.03639863058924675,0.524488091468811,0.5427879691123962,-0.05065131187438965,0.5356028079986572,0.5719068050384521,-0.05422231927514076,0.580071747303009,0.5132659673690796,-0.0035937074571847916,0.5580194592475891,0.4578988552093506,-0.046760160475969315,0.5597469210624695,0.5461610555648804,-0.05214708298444748,0.5690183043479919,0.5868044495582581,-0.04291041940450668,0.6269642114639282,0.5168027281761169,-0.01300696562975645,0.6053366661071777,0.46889588236808777,-0.05543202906847,0.5983848571777344,0.5556508302688599,-0.04853673279285431,0.602869987487793,0.6114188432693481,-0.028928304091095924,0.6735745668411255,0.5268719792366028,-0.02455049753189087,0.6791206002235413,0.4446758031845093,-0.0462271012365818,0.6785073280334473,0.3931785225868225,-0.0485580712556839,0.676876425743103,0.3403434157371521,-0.043713588267564774
HELLO,0.634315013885498,0.7560454607009888,-4.0657650401954015e-07,0.5720397233963013,0.723984956741333,-0.02319965697824955,0.5131335854530334,0.6447984576225281,-0.03671177849173546,0.49795472621917725,0.5684703588485718,-0.0517142117023468,0.5430923700332642,0.5314648151397705,-0.058926183730363846,0.5313184261322021,0.5259191393852234,-0.004995077848434448,0.5132656097412109,0.46717405319213867,-0.03895815834403038,0.5180478096008301,0.5349398255348206,-0.05155576020479202,0.5256856679916382,0.5612035989761353,-0.05390077456831932,0.5771088004112244,0.516168475151062,-0.006450674496591091,0.5577966570854187,0.45676496624946594,-0.048134081065654755,0.5555257201194763,0.539100706577301,-0.05260980874300003,0.5594793558120728,0.573053777217865,-0.04322977364063263,0.6243566274642944,0.5200498104095459,-0.014611753635108471,0.6047855615615845,0.4762493371963501,-0.057034932076931,0.597288966178894,0.5654447078704834,-0.049552809447050095,0.5989205837249756,0.6202971339225769,-0.029310503974556923,0.6713640093803406,0.5306359529495239,-0.024703532457351685,0.6760047078132629,0.44871610403060913,-0.04650089889764786,0.6774646639823914,0.3957183361053467,-0.04771118983626366,0.6769253015518188,0.3392215967178345,-0.041729968041181564
HELLO,0.632981538772583,0.7686915993690491,-4.5857061081733264e-07,0.5694053173065186,0.7224056124687195,-0.023324547335505486,0.5178680419921875,0.6391453742980957,-0.03742362558841705,0.5009713172912598,0.5624401569366455,-0.05346274375915527,0.5455029606819153,0.5276515483856201,-0.06095360219478607,0.536514401435852,0.5253968238830566,0.00015860718849580735,0.517658531665802,0.46717262268066406,-0.036043427884578705,0.5228837132453918,0.5417230725288391,-0.050089769065380096,0.5311815738677979,0.5693172216415405,-0.05286175385117531,0.5803102254867554,0.5161612033843994,-0.0008716945885680616,0.5608487725257874,0.4598589837551117,-0.042909055948257446,0.5591297149658203,0.5488331317901611,-0.04611746594309807,0.5634871125221252,0.5804913640022278,-0.036388203501701355,0.625324010848999,0.5216470956802368,-0.009517138823866844,0.6064782738685608,0.4736029803752899,-0.052242375910282135,0.5977371335029602,0.5643649101257324,-0.042567428201436996,0.6010518074035645,0.6199101805686951,-0.02128850296139717,0.6719372272491455,0.5334467887878418,-0.020470334216952324,0.6802856922149658,0.44851014018058777,-0.04091864079236984,0.6816461682319641,0.3967728614807129,-0.04085492715239525,0.6816508769989014,0.34294676780700684,-0.03433367982506752
HELLO,0.6333326101303101,0.7663471102714539,-4.545525200683187e-07,0.5680032968521118,0.721075177192688,-0.019915591925382614,0.5136458277702332,0.643571138381958,-0.033882152289152145,0.5012525320053101,0.5674730539321899,-0.05093447491526604,0.5475270748138428,0.527664840221405,-0.060720499604940414,0.5349715352058411,0.5296295881271362,-0.00019516944303177297,0.5166063904762268,0.4710389971733093,-0.03552650660276413,0.5196630954742432,0.5398948788642883,-0.05028461664915085,0.527923047542572,0.5744655728340149,-0.053349871188402176,0.5788031816482544,0.5208742618560791,-0.003801645478233695,0.5611041784286499,0.4607176184654236,-0.04860620200634003,0.5597518086433411,0.545195460319519,-0.056727271527051926,0.5655076503753662,0.5916276574134827,-0.049248550087213516,0.6253750920295715,0.5236360430717468,-0.01390279084444046,0.6060370206832886,0.47704601287841797,-0.05737003684043884,0.5979750156402588,0.5646989345550537,-0.051355794072151184,0.5994824767112732,0.6246383190155029,-0.031855903565883636,0.671865701675415,0.5344299077987671,-0.02590605989098549,0.679796040058136,0.4515048861503601,-0.04658403992652893,0.6806300282478333,0.3988085985183716,-0.0474400632083416,0.6782494783401489,0.34559011459350586,-0.04147196561098099
HELLO,0.6331310868263245,0.7666159868240356,-4.314229045121465e-07,0.5702471137046814,0.7257486581802368,-0.02267504297196865,0.5123570561408997,0.6461170315742493,-0.03765038773417473,0.4946076273918152,0.568318784236908,-0.0547422356903553,0.5427608489990234,0.5350645184516907,-0.06421009451150894,0.5371105670928955,0.5247915387153625,-0.0027469657361507416,0.5175831317901611,0.4671352505683899,-0.03757089376449585,0.5199699401855469,0.5382717847824097,-0.051123421639204025,0.5279709100723267,0.5683006048202515,-0.05372021347284317,0.5817614197731018,0.5159764885902405,-0.004587999079376459,0.5608752369880676,0.4609254002571106,-0.047236476093530655,0.5578427314758301,0.5435475707054138,-0.052948497235774994,0.5632008910179138,0.5832279324531555,-0.04441120848059654,0.6278498768806458,0.5200594663619995,-0.013261218555271626,0.6054514646530151,0.48196154832839966,-0.055924322456121445,0.5966283679008484,0.5692641735076904,-0.04971054941415787,0.59830242395401,0.6258507966995239,-0.03027265891432762,0.6730382442474365,0.531467080116272,-0.02395167201757431,0.6793186068534851,0.44887417554855347,-0.044381074607372284,0.6816756725311279,0.3962356448173523,-0.0457543209195137,0.6821373701095581,0.3437994420528412,-0.04019804671406746
